Project Name;Package Name;Type Name;Method Name;LOC;CC;PC;Line no;IsTest;Main prod class tested;Production classes tested
train-ticket-master;org.myproject.ms.monitoring.instrument.web.client;TWACAConf;traceAsyncClientHttpRequestFactory;11;3;0;39;0;org.myproject.ms.monitoring.instrument.web.client.TWACAConf;org.myproject.ms.monitoring.instrument.web.client.TWACAConf
train-ticket-master;org.myproject.ms.monitoring.instrument.web.client;TWACAConf;defaultClientHttpRequestFactory;5;1;1;53;0;org.myproject.ms.monitoring.instrument.web.client.TWACAConf;org.myproject.ms.monitoring.instrument.web.client.TWACAConf
train-ticket-master;org.myproject.ms.monitoring.instrument.web.client;TWACAConf;asyncListenableTaskExecutor;5;1;1;59;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web.client;TWACAConf;traceAsyncRestTemplate;3;1;0;65;0;org.myproject.ms.monitoring.instrument.web.client.TWACAConf;org.myproject.ms.monitoring.instrument.web.client.TWACAConf
train-ticket-master;org.myproject.ms.monitoring.instrument.web.client;TWCAConf;traceRestTemplateInterceptor;3;1;3;32;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;HSRTMap;HSRTMap;5;1;1;20;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;HSRTMap;iterator;10;2;0;27;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;HSRTMap;put;3;1;2;39;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;HTKInject;HTKInject;4;1;2;18;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;HTKInject;addRequestTags;6;1;4;24;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;HTKInject;addRequestTags;6;1;5;32;0;org.myproject.ms.monitoring.instrument.web.HTKInject;org.myproject.ms.monitoring.instrument.web.HTKInject
train-ticket-master;org.myproject.ms.monitoring.instrument.web;HTKInject;addRequestTags;3;1;3;40;0;org.myproject.ms.monitoring.instrument.web.HTKInject;org.myproject.ms.monitoring.instrument.web.HTKInject
train-ticket-master;org.myproject.ms.monitoring.instrument.web;HTKInject;addRequestTags;4;1;5;45;0;org.myproject.ms.monitoring.instrument.web.HTKInject;org.myproject.ms.monitoring.instrument.web.HTKInject
train-ticket-master;org.myproject.ms.monitoring.instrument.web;HTKInject;tagSpan;5;2;3;52;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;HTKInject;addRequestTagsFromHeaders;7;3;1;58;0;org.myproject.ms.monitoring.instrument.web.HTKInject;org.myproject.ms.monitoring.instrument.web.HTKInject
train-ticket-master;org.myproject.ms.monitoring.instrument.web;HTKInject;addTagForEntry;5;1;2;66;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;ServletUtils;getHeader;4;1;3;11;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;SsLogSetter;annotateWithServerSendIfLogIsNotAlreadyPresent;17;6;1;16;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;SWProp;isEnabled;3;1;0;21;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;SWProp;setEnabled;3;1;1;25;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;SWProp;getSkipPattern;3;1;0;29;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;SWProp;setSkipPattern;3;1;1;33;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;SWProp;getClient;3;1;0;37;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;SWProp;setClient;3;1;1;41;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;TFilter;3;1;5;67;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;TFilter;8;1;6;74;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;doFilter;42;7;3;85;0;org.myproject.ms.monitoring.instrument.web.TFilter;org.myproject.ms.monitoring.instrument.web.TFilter
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;parentSpan;9;3;1;131;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;processErrorRequest;15;3;4;141;0;org.myproject.ms.monitoring.instrument.web.TFilter;org.myproject.ms.monitoring.instrument.web.TFilter
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;continueSpan;7;2;2;158;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;createSpanIfRequestNotHandled;10;3;4;168;0;org.myproject.ms.monitoring.instrument.web.TFilter;org.myproject.ms.monitoring.instrument.web.TFilter
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;requestHasAlreadyBeenHandled;3;1;1;182;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;detachOrCloseSpans;36;12;4;186;0;org.myproject.ms.monitoring.instrument.web.TFilter;org.myproject.ms.monitoring.instrument.web.TFilter
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;stillTracingCurrentSapn;3;1;1;224;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;recordParentSpan;16;4;1;228;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;httpStatusSuccessful;7;2;1;246;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;getSpanFromAttribute;3;1;1;254;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;errorAlreadyHandled;3;1;1;258;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;shouldCloseSpan;3;1;1;263;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;isSpanContinued;3;1;1;268;0;org.myproject.ms.monitoring.instrument.web.TFilter;org.myproject.ms.monitoring.instrument.web.TFilter
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;addRequestTagsForParentSpan;5;2;2;273;0;org.myproject.ms.monitoring.instrument.web.TFilter;org.myproject.ms.monitoring.instrument.web.TFilter
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;createSpan;44;10;4;280;0;org.myproject.ms.monitoring.instrument.web.TFilter;org.myproject.ms.monitoring.instrument.web.TFilter
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;addRequestTags;13;3;2;325;0;org.myproject.ms.monitoring.instrument.web.TFilter;org.myproject.ms.monitoring.instrument.web.TFilter
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;addResponseTags;9;3;2;342;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;isAsyncStarted;3;1;1;357;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TFilter;getFullUrl;10;2;1;361;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THAConf;httpTraceKeysInjector;3;1;2;23;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THAConf;httpSpanExtractor;3;1;1;29;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THAConf;httpSpanInjector;3;1;0;35;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THInter;THInter;3;1;1;34;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THInter;preHandle;15;3;3;38;0;org.myproject.ms.monitoring.instrument.web.THInter;org.myproject.ms.monitoring.instrument.web.THInter
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THInter;isErrorControllerRelated;3;1;1;56;0;org.myproject.ms.monitoring.instrument.web.THInter;org.myproject.ms.monitoring.instrument.web.THInter
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THInter;addClassMethodTag;9;3;2;61;0;org.myproject.ms.monitoring.instrument.web.THInter;org.myproject.ms.monitoring.instrument.web.THInter
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THInter;addClassNameTag;13;3;2;71;0;org.myproject.ms.monitoring.instrument.web.THInter;org.myproject.ms.monitoring.instrument.web.THInter
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THInter;spanName;6;2;1;84;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THInter;afterConcurrentHandlingStarted;9;2;3;91;0;org.myproject.ms.monitoring.instrument.web.THInter;org.myproject.ms.monitoring.instrument.web.THInter
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THInter;afterCompletion;25;7;4;103;0;org.myproject.ms.monitoring.instrument.web.THInter;org.myproject.ms.monitoring.instrument.web.THInter
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THInter;getNewSpanFromAttribute;3;1;1;131;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THInter;getRootSpanFromAttribute;3;1;1;135;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THInter;setSpanInAttribute;3;1;2;139;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THInter;setNewSpanCreatedAttribute;3;1;2;143;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THInter;clearNewSpanCreatedAttribute;3;1;1;147;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THInter;getTracer;6;2;0;151;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THInter;getTraceKeys;6;2;0;158;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THInter;getErrorController;15;3;0;165;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THSResp;THSResp;4;1;2;23;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THSResp;flushBuffer;7;2;0;28;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THSResp;getOutputStream;3;1;0;36;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;THSResp;getWriter;3;1;0;40;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;TPWriter;5;1;2;21;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;flush;7;2;0;27;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;close;7;2;0;35;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;checkError;3;1;0;43;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;write;3;1;1;47;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;write;3;1;3;51;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;write;3;1;1;55;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;write;3;1;3;59;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;write;3;1;1;63;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;print;3;1;1;67;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;print;3;1;1;71;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;print;3;1;1;75;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;print;3;1;1;79;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;print;3;1;1;83;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;print;3;1;1;87;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;print;3;1;1;91;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;print;3;1;1;95;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;print;3;1;1;99;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;println;3;1;0;103;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;println;3;1;1;107;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;println;3;1;1;111;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;println;3;1;1;115;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;println;3;1;1;119;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;println;3;1;1;123;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;println;3;1;1;127;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;println;3;1;1;131;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;println;3;1;1;135;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;println;3;1;1;139;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;printf;3;1;2;143;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;printf;3;1;3;147;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;format;3;1;2;151;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;format;3;1;3;155;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;append;3;1;1;159;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;append;3;1;3;163;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TPWriter;append;3;1;1;167;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TRAttr;TRAttr;2;1;0;24;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSDBPProcess;TSDBPProcess;3;1;1;25;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSDBPProcess;postProcessBeforeInitialization;9;3;2;29;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSDBPProcess;postProcessAfterInitialization;3;1;2;43;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;TSOStr;4;1;2;22;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;isReady;3;1;0;27;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;setWriteListener;3;1;1;31;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;write;3;1;1;35;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;print;3;1;1;39;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;print;3;1;1;43;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;print;3;1;1;47;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;print;3;1;1;51;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;print;3;1;1;55;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;print;3;1;1;59;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;print;3;1;1;63;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;println;3;1;0;67;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;println;3;1;1;71;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;println;3;1;1;75;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;println;3;1;1;79;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;println;3;1;1;83;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;println;3;1;1;87;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;println;3;1;1;91;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;println;3;1;1;95;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;write;3;1;1;99;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;write;3;1;3;103;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;flush;7;2;0;107;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TSOStr;close;7;2;0;115;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWAConf;traceWebAspect;3;1;3;48;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWAConf;traceSpringDataBeanPostProcessor;3;1;1;54;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWAConf;traceWebFilter;6;1;1;61;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWAConf;traceFilter;3;1;6;71;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWAConf;defaultSkipPatternBean;3;1;1;125;0;org.myproject.ms.monitoring.instrument.web.TWAConf;org.myproject.ms.monitoring.instrument.web.TWAConf
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWAConf;defaultSkipPatternProvider;8;1;1;132;0;org.myproject.ms.monitoring.instrument.web.TWAConf;org.myproject.ms.monitoring.instrument.web.TWAConf
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWAConf;skipPattern;3;1;0;135;0;org.myproject.ms.monitoring.instrument.web.TWAConf;org.myproject.ms.monitoring.instrument.web.TWAConf
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWAConf;defaultSkipPattern;3;1;1;142;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWAsp;TWAsp;5;1;3;34;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWAsp;anyRestControllerAnnotated;2;1;0;40;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWAsp;anyControllerAnnotated;2;1;0;43;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWAsp;anyPublicMethodReturningCallable;2;1;0;46;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWAsp;anyControllerOrRestControllerWithPublicAsyncMethod;2;1;0;49;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWAsp;anyPublicMethodReturningWebAsyncTask;2;1;0;52;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWAsp;anyHandlerExceptionResolver;2;1;4;55;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWAsp;anyControllerOrRestControllerWithPublicWebAsyncTaskMethod;2;1;0;58;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWAsp;wrapWithCorrelationId;12;3;1;61;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWAsp;wrapWebAsyncTaskWithCorrelationId;17;3;1;76;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWAsp;markRequestForSpanClosing;15;3;5;96;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWMConf;traceHandlerInterceptor;3;1;1;17;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;TWMConf;addInterceptors;3;1;1;22;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;ZHSExtra;ZHSExtra;3;1;1;25;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;ZHSExtra;joinTrace;20;3;1;29;0;org.myproject.ms.monitoring.instrument.web.ZHSExtra;org.myproject.ms.monitoring.instrument.web.ZHSExtra
train-ticket-master;org.myproject.ms.monitoring.instrument.web;ZHSExtra;generateIdIfMissing;5;2;2;53;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;ZHSExtra;spanId;12;3;1;59;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;ZHSExtra;buildParentSpan;32;8;4;72;0;org.myproject.ms.monitoring.instrument.web.ZHSExtra;org.myproject.ms.monitoring.instrument.web.ZHSExtra
train-ticket-master;org.myproject.ms.monitoring.instrument.web;ZHSExtra;unprefixedKey;3;1;1;106;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;ZHSInject;inject;11;2;2;14;0;org.myproject.ms.monitoring.instrument.web.ZHSInject;org.myproject.ms.monitoring.instrument.web.ZHSInject
train-ticket-master;org.myproject.ms.monitoring.instrument.web;ZHSInject;prefixedKey;6;2;1;27;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;ZHSInject;getParentId;3;1;1;34;0;;
train-ticket-master;org.myproject.ms.monitoring.instrument.web;ZHSInject;setIdHeader;5;2;3;38;0;org.myproject.ms.monitoring.instrument.web.ZHSInject;org.myproject.ms.monitoring.instrument.web.ZHSInject
train-ticket-master;org.myproject.ms.monitoring.instrument.web;ZHSInject;setHeader;5;2;3;44;0;;
train-ticket-master;org.myproject.ms.monitoring.lgger;ItemLogger;logStartedSpan;0;1;2;11;0;;
train-ticket-master;org.myproject.ms.monitoring.lgger;ItemLogger;logContinuedSpan;0;1;1;14;0;;
train-ticket-master;org.myproject.ms.monitoring.lgger;ItemLogger;logStoppedSpan;0;1;2;17;0;;
train-ticket-master;org.myproject.ms.monitoring.lgger;LogAtcfg;defaultLoggedSpansHandler;3;1;0;40;0;;
train-ticket-master;org.myproject.ms.monitoring.lgger;NoItemLogger;logStartedSpan;2;1;2;9;0;;
train-ticket-master;org.myproject.ms.monitoring.lgger;NoItemLogger;logContinuedSpan;2;1;1;14;0;;
train-ticket-master;org.myproject.ms.monitoring.lgger;NoItemLogger;logStoppedSpan;2;1;2;19;0;;
train-ticket-master;org.myproject.ms.monitoring.lgger;Slf4jItemLogger;Slf4jItemLogger;4;1;1;17;0;;
train-ticket-master;org.myproject.ms.monitoring.lgger;Slf4jItemLogger;Slf4jItemLogger;4;1;2;22;0;;
train-ticket-master;org.myproject.ms.monitoring.lgger;Slf4jItemLogger;logStartedSpan;10;2;2;27;0;org.myproject.ms.monitoring.lgger.Slf4jItemLogger;org.myproject.ms.monitoring.lgger.Slf4jItemLogger
train-ticket-master;org.myproject.ms.monitoring.lgger;Slf4jItemLogger;logContinuedSpan;7;1;1;39;0;org.myproject.ms.monitoring.lgger.Slf4jItemLogger;org.myproject.ms.monitoring.lgger.Slf4jItemLogger
train-ticket-master;org.myproject.ms.monitoring.lgger;Slf4jItemLogger;setParentIdIfPresent;5;2;1;48;0;;
train-ticket-master;org.myproject.ms.monitoring.lgger;Slf4jItemLogger;logStoppedSpan;17;3;2;54;0;org.myproject.ms.monitoring.lgger.Slf4jItemLogger;org.myproject.ms.monitoring.lgger.Slf4jItemLogger
train-ticket-master;org.myproject.ms.monitoring.lgger;Slf4jItemLogger;log;8;3;2;73;0;;
train-ticket-master;org.myproject.ms.monitoring.lgger;Slf4jProps;isEnabled;3;1;0;15;0;;
train-ticket-master;org.myproject.ms.monitoring.lgger;Slf4jProps;setEnabled;3;1;1;19;0;;
train-ticket-master;org.myproject.ms.monitoring.lgger;Slf4jProps;getNameSkipPattern;3;1;0;23;0;;
train-ticket-master;org.myproject.ms.monitoring.lgger;Slf4jProps;setNameSkipPattern;3;1;1;27;0;;
train-ticket-master;org.myproject.ms.monitoring.mtc;ChainMetricsAtcfg;sleuthMetricProperties;3;1;0;29;0;;
train-ticket-master;org.myproject.ms.monitoring.mtc;ChainMetricsAtcfg;noOpSpanReporterCounterService;3;1;0;54;0;;
train-ticket-master;org.myproject.ms.monitoring.mtc;CSBSMRep;CSBSMRep;5;1;3;11;0;;
train-ticket-master;org.myproject.ms.monitoring.mtc;CSBSMRep;incrementAcceptedSpans;5;2;1;18;0;;
train-ticket-master;org.myproject.ms.monitoring.mtc;CSBSMRep;incrementDroppedSpans;5;2;1;25;0;;
train-ticket-master;org.myproject.ms.monitoring.mtc;ItemMetricReporter;incrementAcceptedSpans;0;1;1;7;0;;
train-ticket-master;org.myproject.ms.monitoring.mtc;ItemMetricReporter;incrementDroppedSpans;0;1;1;10;0;;
train-ticket-master;org.myproject.ms.monitoring.mtc;NOIMRep;incrementAcceptedSpans;2;1;1;6;0;;
train-ticket-master;org.myproject.ms.monitoring.mtc;NOIMRep;incrementDroppedSpans;2;1;1;10;0;;
train-ticket-master;org.myproject.ms.monitoring.mtc;SMProp;isEnabled;3;1;0;14;0;;
train-ticket-master;org.myproject.ms.monitoring.mtc;SMProp;setEnabled;3;1;1;18;0;;
train-ticket-master;org.myproject.ms.monitoring.mtc;SMProp;getSpan;3;1;0;22;0;;
train-ticket-master;org.myproject.ms.monitoring.mtc;SMProp;setSpan;3;1;1;26;0;;
train-ticket-master;org.myproject.ms.monitoring.spl;AlwaysSampler;isSampled;3;1;1;10;0;;
train-ticket-master;org.myproject.ms.monitoring.spl;IsChainingSampler;IsChainingSampler;3;1;1;14;0;;
train-ticket-master;org.myproject.ms.monitoring.spl;IsChainingSampler;isSampled;3;1;1;18;0;;
train-ticket-master;org.myproject.ms.monitoring.spl;NeverSampler;isSampled;3;1;1;13;0;;
train-ticket-master;org.myproject.ms.monitoring.spl;PBSamp;PBSamp;5;1;1;17;0;org.myproject.ms.monitoring.spl.PBSamp;org.myproject.ms.monitoring.spl.PBSamp
train-ticket-master;org.myproject.ms.monitoring.spl;PBSamp;isSampled;16;4;1;23;0;;
train-ticket-master;org.myproject.ms.monitoring.spl;PBSamp;randomBitSet;18;4;3;41;0;;
train-ticket-master;org.myproject.ms.monitoring.spl;SProps;getPercentage;3;1;0;12;0;;
train-ticket-master;org.myproject.ms.monitoring.spl;SProps;setPercentage;3;1;1;16;0;;
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;DChainer;3;1;5;44;0;;
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;DChainer;3;1;6;50;0;;
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;DChainer;3;1;6;56;0;;
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;DChainer;9;1;7;61;0;;
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;createSpan;6;2;2;73;0;org.myproject.ms.monitoring.trace.DChainer;org.myproject.ms.monitoring.trace.DChainer
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;createSpan;3;1;1;81;0;org.myproject.ms.monitoring.trace.DChainer;org.myproject.ms.monitoring.trace.DChainer
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;createSpan;17;3;2;86;0;org.myproject.ms.monitoring.trace.DChainer;org.myproject.ms.monitoring.trace.DChainer
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;detach;19;5;1;108;0;;
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;close;30;5;1;131;0;;
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;apply;3;1;1;156;0;;
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;createChild;18;3;2;164;0;org.myproject.ms.monitoring.trace.DChainer;org.myproject.ms.monitoring.trace.DChainer
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;sampledSpan;6;2;2;192;0;;
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;createId;3;1;0;206;0;;
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;continueSpan;11;2;1;210;0;org.myproject.ms.monitoring.trace.DChainer;org.myproject.ms.monitoring.trace.DChainer
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;createContinuedSpan;6;2;2;222;0;;
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;getCurrentSpan;3;1;0;229;0;;
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;isTracing;3;1;0;234;0;;
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;addTag;6;2;2;239;0;org.myproject.ms.monitoring.trace.DChainer;org.myproject.ms.monitoring.trace.DChainer
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;wrap;6;2;1;248;0;org.myproject.ms.monitoring.trace.DChainer;org.myproject.ms.monitoring.trace.DChainer
train-ticket-master;org.myproject.ms.monitoring.trace;DChainer;wrap;6;2;1;257;0;org.myproject.ms.monitoring.trace.DChainer;org.myproject.ms.monitoring.trace.DChainer
train-ticket-master;org.myproject.ms.monitoring.trace;ICHolder;getCurrentSpan;3;1;0;18;0;org.myproject.ms.monitoring.trace.ICHolder;org.myproject.ms.monitoring.trace.ICHolder
train-ticket-master;org.myproject.ms.monitoring.trace;ICHolder;setCurrentSpan;6;2;1;23;0;org.myproject.ms.monitoring.trace.ICHolder;org.myproject.ms.monitoring.trace.ICHolder
train-ticket-master;org.myproject.ms.monitoring.trace;ICHolder;removeCurrentSpan;3;1;0;31;0;;
