0Project Name;ackage Name;Type Name;Code Smell
0train-ticket-master;fdse.microservice.init;InitData;Imperative Abstraction 0
0train-ticket-master;fdse.microservice.init;InitData;Unutilized Abstraction 0
0train-ticket-master;trainFood.config;SecurityConfig;Unutilized Abstraction 0
0train-ticket-master;trainFood.entity;TrainFood;Unutilized Abstraction      0
0train-ticket-master;train.config;SecurityConfig;Unutilized Abstraction     0
0train-ticket-master;train.controller;TrainControllerTest;Unutilized Abstrac0tion
0train-ticket-master;train.init;InitData;Unutilized Abstraction             0
0train-ticket-master;train.service;TrainServiceImplTest;Unutilized Abstracti0on
0train-ticket-master;travelplan.config;SecurityConfig;Unutilized Abstraction0
0train-ticket-master;travelplan.controller;TravelPlanControllerTest;Unutiliz0ed Abstraction
0train-ticket-master;travelplan.service;TravelPlanServiceImplTest;Unutilized0 Abstraction
0train-ticket-master;travel.config;SecurityConfig;Unutilized Abstraction    0
0train-ticket-master;travel.controller;TravelControllerTest;Unutilized Abstr0action
0train-ticket-master;travel.init;InitData;Unutilized Abstraction            0
0train-ticket-master;travel.service;MyCallable;Unutilized Abstraction       0
0train-ticket-master;travel.service;TravelServiceImplTest;Unutilized Abstrac0tion
0train-ticket-master;travel.service;TravelServiceImplTest;Insufficient Modul0arization
0train-ticket-master;travel2.config;SecurityConfig;Unutilized Abstraction   0
0train-ticket-master;travel2.controller;TravelControllerTest;Unutilized Abst0raction
0train-ticket-master;travel2.entity;TripAllDetail;Unnecessary Abstraction   0
0train-ticket-master;travel2.init;InitData;Unutilized Abstraction           0
0train-ticket-master;travel2.service;TravelServiceImplTest;Unutilized Abstra0ction
0train-ticket-master;travel2.service;TravelServiceImplTest;Insufficient Modu0larization
0train-ticket-master;user.config;SecurityConfig;Unutilized Abstraction      0
0train-ticket-master;user.controller;UserControllerTest;Unutilized Abstracti0on
0train-ticket-master;user.dto;AuthDto;Unnecessary Abstraction               0
0train-ticket-master;user.dto;UserDto;Broken Modularization                 0
0train-ticket-master;user.init;InitUser;Unutilized Abstraction              0
0train-ticket-master;user.service;UserServiceImplTest;Unutilized Abstraction0
0train-ticket-master;verifycode.config;SecurityConfig;Unutilized Abstraction0
0train-ticket-master;verifycode.controller;VerifyCodeControllerTest;Unutiliz0ed Abstraction
0train-ticket-master;verifycode.service.impl;VerifyCodeServiceImpl;Deficient0 Encapsulation
0train-ticket-master;verifycode.service;VerifyCodeServiceImplTest;Unutilized0 Abstraction
0train-ticket-master;verifycode.service;VerifyCodeServiceImplTest;Insufficie0nt Modularization
0train-ticket-master;waitorder.config;SecurityConfig;Unutilized Abstraction 0
0train-ticket-master;waitorder.service.Impl;WaitListOrderServiceImplTest;Unu0tilized Abstraction
0train-ticket-master;waitorder;WaitOrderApplicationTests;Unutilized Abstract0ion
0                                                                           0
